"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"40264.6659304";"高度 (GPS)";"17.084287016637646";"m";"31.2427153";"121.3828277";
"40264.6659304";"平均GPS速度";"16.391312680360382";"km/h";"31.2427006";"121.3828975";
"40264.6659304";"速度 (GPS)";"24.875999450683594";"km/h";"31.2427006";"121.3828975";
"40266.668823";"高度 (GPS)";"17.084287016637646";"m";"31.2427315";"121.3827532";
"40266.668823";"高度 (GPS)";"16.741151899669205";"m";"31.2427315";"121.3827532";
"40266.668823";"平均GPS速度";"16.4763584900252";"km/h";"31.2427315";"121.3827532";
"40266.668823";"速度 (GPS)";"25.740000343322755";"km/h";"31.2427315";"121.3827532";
"40267.6719881";"高度 (GPS)";"16.741151899669205";"m";"31.2427493";"121.3826803";
"40267.6719881";"高度 (GPS)";"16.884947439856248";"m";"31.2427493";"121.3826803";
"40267.6719881";"平均GPS速度";"16.51968187212911";"km/h";"31.2427493";"121.3826803";
"40267.6719881";"速度 (GPS)";"26.02800006866455";"km/h";"31.2427493";"121.3826803";
"40268.6644391";"高度 (GPS)";"16.884947439856248";"m";"31.2427614";"121.3826011";
"40268.6644391";"高度 (GPS)";"16.884947439856248";"m";"31.2427614";"121.3826011";
"40268.6644391";"平均GPS速度";"16.572771086634706";"km/h";"31.2427614";"121.3826011";
"40268.6644391";"速度 (GPS)";"28.403999519348144";"km/h";"31.2427614";"121.3826011";
"40269.6676166";"高度 (GPS)";"16.884947439856248";"m";"31.2427802";"121.3825143";
"40269.6676166";"高度 (GPS)";"16.884947439856248";"m";"31.2427802";"121.3825143";
"40269.6676166";"平均GPS速度";"16.63776799446708";"km/h";"31.2427802";"121.3825143";
"40269.6676166";"速度 (GPS)";"31.031999588012695";"km/h";"31.2427802";"121.3825143";
"40270.6657048";"高度 (GPS)";"16.884947439856248";"m";"31.2428097";"121.3824236";
"40270.6657048";"高度 (GPS)";"16.937428863404897";"m";"31.2428097";"121.3824236";
"40270.6657048";"平均GPS速度";"16.713238154833086";"km/h";"31.2428097";"121.3824236";
"40270.6657048";"速度 (GPS)";"33.587999725341795";"km/h";"31.2428097";"121.3824236";
"40271.6655338";"高度 (GPS)";"16.937428863404897";"m";"31.2428409";"121.3823233";
"40271.6655338";"高度 (GPS)";"16.990812291937026";"m";"31.2428409";"121.3823233";
"40271.6655338";"平均GPS速度";"16.799518828100844";"km/h";"31.2428409";"121.3823233";
"40271.6655338";"速度 (GPS)";"36.1439998626709";"km/h";"31.2428409";"121.3823233";
"40272.6663569";"高度 (GPS)";"16.990812291937026";"m";"31.2428733";"121.382222";
"40272.6663569";"高度 (GPS)";"17.020138714550924";"m";"31.2428733";"121.382222";
"40272.6663569";"平均GPS速度";"16.888307904624543";"km/h";"31.2428733";"121.382222";
"40272.6663569";"速度 (GPS)";"36.863999176025395";"km/h";"31.2428733";"121.382222";
"40273.6675598";"高度 (GPS)";"17.020138714550924";"m";"31.2429056";"121.3821236";
"40273.6675598";"高度 (GPS)";"16.968627931093273";"m";"31.2429056";"121.3821236";
"40273.6675598";"平均GPS速度";"16.97190466821803";"km/h";"31.2429056";"121.3821236";
"40273.6675598";"速度 (GPS)";"35.856000137329104";"km/h";"31.2429056";"121.3821236";
"40274.6645115";"高度 (GPS)";"16.968627931093273";"m";"31.2429381";"121.3820285";
"40274.6645115";"高度 (GPS)";"17.20074919267234";"m";"31.2429381";"121.3820285";
"40274.6645115";"平均GPS速度";"17.04781124397275";"km/h";"31.2429381";"121.3820285";
"40274.6645115";"速度 (GPS)";"34.3439998626709";"km/h";"31.2429381";"121.3820285";
"40275.6681814";"高度 (GPS)";"17.20074919267234";"m";"31.2429674";"121.381942";
"40275.6681814";"高度 (GPS)";"17.090924905854628";"m";"31.2429674";"121.381942";
"40275.6681814";"平均GPS速度";"17.108583924998975";"km/h";"31.2429674";"121.381942";
"40275.6681814";"速度 (GPS)";"30.924000549316407";"km/h";"31.2429674";"121.381942";
"40276.6692796";"高度 (GPS)";"17.090924905854628";"m";"31.2429908";"121.3818706";
"40276.6692796";"高度 (GPS)";"17.211701552355294";"m";"31.2429908";"121.3818706";
"40276.6692796";"平均GPS速度";"17.1481609256421";"km/h";"31.2429908";"121.3818706";
"40276.6692796";"速度 (GPS)";"26.20800075531006";"km/h";"31.2429908";"121.3818706";
"40277.6745304";"高度 (GPS)";"17.211701552355294";"m";"31.2430124";"121.3818094";
"40277.6745304";"高度 (GPS)";"17.213871713828148";"m";"31.2430124";"121.3818094";
"40277.6745304";"平均GPS速度";"17.170180788954074";"km/h";"31.2430124";"121.3818094";
"40277.6745304";"速度 (GPS)";"22.212000274658205";"km/h";"31.2430124";"121.3818094";
"40278.6646393";"高度 (GPS)";"17.213871713828148";"m";"31.243024";"121.3817656";
"40278.6646393";"高度 (GPS)";"17.14471286110421";"m";"31.243024";"121.3817656";
"40278.6646393";"平均GPS速度";"17.161283875000276";"km/h";"31.243024";"121.3817656";
"40278.6646393";"速度 (GPS)";"15.084000205993652";"km/h";"31.243024";"121.3817656";
"40279.6759771";"高度 (GPS)";"17.14471286110421";"m";"31.2430312";"121.3817343";
"40279.6759771";"高度 (GPS)";"17.212063515674174";"m";"31.2430312";"121.3817343";
"40279.6759771";"平均GPS速度";"17.131039055870993";"km/h";"31.2430312";"121.3817343";
"40279.6759771";"速度 (GPS)";"10.187999725341797";"km/h";"31.2430312";"121.3817343";
"40280.6672068";"高度 (GPS)";"17.212063515674174";"m";"31.2430358";"121.3817195";
"40280.6672068";"高度 (GPS)";"17.00598400238473";"m";"31.2430358";"121.3817195";
"40280.6672068";"平均GPS速度";"17.08107687354564";"km/h";"31.2430358";"121.3817195";
"40280.6672068";"速度 (GPS)";"5.328000068664551";"km/h";"31.2430358";"121.3817195";
"40281.672254";"高度 (GPS)";"17.00598400238473";"m";"31.243043";"121.3817137";
"40281.672254";"高度 (GPS)";"16.92087165149352";"m";"31.243043";"121.3817137";
"40281.672254";"平均GPS速度";"17.015616652999288";"km/h";"31.243043";"121.3817137";
"40281.672254";"速度 (GPS)";"1.7640000343322755";"km/h";"31.243043";"121.3817137";
"40282.6808914";"高度 (GPS)";"16.92087165149352";"m";"31.2430391";"121.3817181";
"40282.6808914";"高度 (GPS)";"16.813959409623763";"m";"31.2430391";"121.3817181";
"40282.6808914";"平均GPS速度";"16.94294939658688";"km/h";"31.2430391";"121.3817181";
"40282.6808914";"速度 (GPS)";"0";"km/h";"31.2430391";"121.3817181";
"40283.6674917";"高度 (GPS)";"16.813959409623763";"m";"31.2430377";"121.3817171";
"40283.6674917";"高度 (GPS)";"16.852087395654756";"m";"31.2430377";"121.3817171";
"40283.6674917";"平均GPS速度";"16.872468014292277";"km/h";"31.2430377";"121.3817171";
"40283.6674917";"速度 (GPS)";"0";"km/h";"31.2430377";"121.3817171";
"40284.6660381";"高度 (GPS)";"16.852087395654756";"m";"31.2430381";"121.381718";
"40284.6660381";"高度 (GPS)";"17.187206859478557";"m";"31.2430381";"121.381718";
"40284.6660381";"平均GPS速度";"16.801727652827022";"km/h";"31.2430381";"121.381718";
"40284.6660381";"速度 (GPS)";"0";"km/h";"31.2430381";"121.381718";
"40285.6697854";"高度 (GPS)";"17.187206859478557";"m";"31.2430379";"121.3817181";
"40285.6697854";"高度 (GPS)";"16.936193115799675";"m";"31.2430379";"121.3817181";
"40285.6697854";"平均GPS速度";"16.73121411271326";"km/h";"31.2430379";"121.3817181";
"40285.6697854";"速度 (GPS)";"0";"km/h";"31.2430379";"121.3817181";
"40286.6664863";"高度 (GPS)";"16.936193115799675";"m";"31.2430376";"121.3817186";
"40286.6664863";"高度 (GPS)";"16.935261957069564";"m";"31.2430376";"121.3817186";
"40286.6664863";"平均GPS速度";"16.66177873640958";"km/h";"31.2430376";"121.3817186";
"40286.6664863";"速度 (GPS)";"0";"km/h";"31.2430376";"121.3817186";
"40287.6682845";"高度 (GPS)";"16.935261957069564";"m";"31.2430374";"121.3817185";
"40287.6682845";"高度 (GPS)";"17.261128656288314";"m";"31.2430374";"121.3817185";
"40287.6682845";"平均GPS速度";"16.592566579009564";"km/h";"31.2430374";"121.3817185";
"40287.6682845";"速度 (GPS)";"0";"km/h";"31.2430374";"121.3817185";
"40288.6662188";"高度 (GPS)";"17.261128656288314";"m";"31.2430375";"121.3817182";
"40288.6662188";"高度 (GPS)";"17.070788156919015";"m";"31.2430375";"121.3817182";
"40288.6662188";"平均GPS速度";"16.524190883506435";"km/h";"31.2430375";"121.3817182";
"40288.6662188";"速度 (GPS)";"0";"km/h";"31.2430375";"121.3817182";
"40289.6701455";"高度 (GPS)";"17.070788156919015";"m";"31.2430372";"121.3817177";
"40289.6701455";"高度 (GPS)";"16.775788205696834";"m";"31.2430372";"121.3817177";
"40289.6701455";"平均GPS速度";"16.45597068745532";"km/h";"31.2430372";"121.3817177";
"40289.6701455";"速度 (GPS)";"0";"km/h";"31.2430372";"121.3817177";
"40290.667486";"高度 (GPS)";"16.775788205696834";"m";"31.2430377";"121.3817175";
"40290.667486";"高度 (GPS)";"16.786740021429445";"m";"31.2430377";"121.3817175";
"40290.667486";"平均GPS速度";"16.388753416634493";"km/h";"31.2430377";"121.3817175";
"40290.667486";"速度 (GPS)";"0";"km/h";"31.2430377";"121.3817175";
"40291.6723296";"高度 (GPS)";"16.786740021429445";"m";"31.2430375";"121.3817176";
"40291.6723296";"高度 (GPS)";"16.786740021429445";"m";"31.2430375";"121.3817176";
"40291.6723296";"平均GPS速度";"16.321583608412023";"km/h";"31.2430375";"121.3817176";
"40291.6723296";"速度 (GPS)";"0";"km/h";"31.2430375";"121.3817176";
"40292.6740022";"高度 (GPS)";"16.786740021429445";"m";"31.2430375";"121.3817177";
"40292.6740022";"高度 (GPS)";"17.137494348188497";"m";"31.2430375";"121.3817177";
"40292.6740022";"平均GPS速度";"16.255171517153215";"km/h";"31.2430375";"121.3817177";
"40292.6740022";"速度 (GPS)";"0";"km/h";"31.2430375";"121.3817177";
"40293.6772355";"高度 (GPS)";"17.137494348188497";"m";"31.2430372";"121.3817179";
"40293.6772355";"高度 (GPS)";"16.946213772802174";"m";"31.2430372";"121.3817179";
"40293.6772355";"平均GPS速度";"16.189195531884753";"km/h";"31.2430372";"121.3817179";
"40293.6772355";"速度 (GPS)";"0";"km/h";"31.2430372";"121.3817179";
"40294.6804914";"高度 (GPS)";"16.946213772802174";"m";"31.2430371";"121.381718";
"40294.6804914";"高度 (GPS)";"17.017667885685142";"m";"31.2430371";"121.381718";
"40294.6804914";"平均GPS速度";"16.123751605899017";"km/h";"31.2430371";"121.381718";
"40294.6804914";"速度 (GPS)";"0";"km/h";"31.2430371";"121.381718";
"40295.6785398";"高度 (GPS)";"17.017667885685142";"m";"31.2430372";"121.381718";
"40295.6785398";"高度 (GPS)";"17.17625501651696";"m";"31.2430372";"121.381718";
"40295.6785398";"平均GPS速度";"16.05917019428064";"km/h";"31.2430372";"121.381718";
"40295.6785398";"速度 (GPS)";"0";"km/h";"31.2430372";"121.381718";
"40296.680916";"高度 (GPS)";"17.17625501651696";"m";"31.2430372";"121.3817182";
"40296.680916";"高度 (GPS)";"17.282510785684153";"m";"31.2430372";"121.3817182";
"40296.680916";"平均GPS速度";"15.994827233474679";"km/h";"31.2430372";"121.3817182";
"40296.680916";"速度 (GPS)";"0";"km/h";"31.2430372";"121.3817182";
"40297.6766585";"高度 (GPS)";"17.282510785684153";"m";"31.2430374";"121.3817183";
"40297.6766585";"高度 (GPS)";"16.938368285949643";"m";"31.2430374";"121.3817183";
"40297.6766585";"平均GPS速度";"15.931418841863321";"km/h";"31.2430374";"121.3817183";
"40297.6766585";"速度 (GPS)";"0";"km/h";"31.2430374";"121.3817183";
"40298.67892";"高度 (GPS)";"16.938368285949643";"m";"31.2430374";"121.3817183";
"40298.67892";"高度 (GPS)";"17.080265088307733";"m";"31.2430374";"121.3817183";
"40298.67892";"平均GPS速度";"15.868100785542746";"km/h";"31.2430374";"121.3817183";
"40298.67892";"速度 (GPS)";"0";"km/h";"31.2430374";"121.3817183";
"40299.6782997";"高度 (GPS)";"17.080265088307733";"m";"31.2430377";"121.3817183";
"40299.6782997";"高度 (GPS)";"16.9575752724245";"m";"31.2430377";"121.3817183";
"40299.6782997";"平均GPS速度";"15.805463788797875";"km/h";"31.2430377";"121.3817183";
"40299.6782997";"速度 (GPS)";"0";"km/h";"31.2430377";"121.3817183";
"40300.6797152";"高度 (GPS)";"16.9575752724245";"m";"31.243038";"121.3817185";
"40300.6797152";"高度 (GPS)";"16.83070518586677";"m";"31.243038";"121.3817185";
"40300.6797152";"平均GPS速度";"15.743193719976176";"km/h";"31.243038";"121.3817185";
"40300.6797152";"速度 (GPS)";"0";"km/h";"31.243038";"121.3817185";
"40301.6790807";"高度 (GPS)";"16.83070518586677";"m";"31.2430383";"121.3817186";
"40301.6790807";"高度 (GPS)";"17.039050042309967";"m";"31.2430383";"121.3817186";
"40301.6790807";"平均GPS速度";"15.68153808791554";"km/h";"31.2430383";"121.3817186";
"40301.6790807";"速度 (GPS)";"0";"km/h";"31.2430383";"121.3817186";
"40302.6754721";"高度 (GPS)";"17.039050042309967";"m";"31.2430384";"121.3817185";
"40302.6754721";"高度 (GPS)";"17.039050042309967";"m";"31.2430384";"121.3817185";
"40302.6754721";"平均GPS速度";"15.620544663986342";"km/h";"31.2430384";"121.3817185";
"40302.6754721";"速度 (GPS)";"0";"km/h";"31.2430384";"121.3817185";
"40303.6686233";"高度 (GPS)";"17.039050042309967";"m";"31.2430384";"121.3817185";
"40303.6686233";"高度 (GPS)";"17.15887650481332";"m";"31.2430384";"121.3817185";
"40303.6686233";"平均GPS速度";"15.560220457699726";"km/h";"31.2430384";"121.3817185";
"40303.6686233";"速度 (GPS)";"0";"km/h";"31.2430384";"121.3817185";
"40304.6760586";"高度 (GPS)";"17.15887650481332";"m";"31.2430383";"121.3817185";
"40304.6760586";"高度 (GPS)";"17.197637199074315";"m";"31.2430383";"121.3817185";
"40304.6760586";"平均GPS速度";"15.499502441963108";"km/h";"31.2430383";"121.3817185";
"40304.6760586";"速度 (GPS)";"0";"km/h";"31.2430383";"121.3817185";
"40305.6736842";"高度 (GPS)";"17.197637199074315";"m";"31.2430387";"121.3817184";
"40305.6736842";"高度 (GPS)";"17.197637199074315";"m";"31.2430387";"121.3817184";
"40305.6736842";"平均GPS速度";"15.439840860372618";"km/h";"31.2430387";"121.3817184";
"40305.6736842";"速度 (GPS)";"0";"km/h";"31.2430387";"121.3817184";
"40306.6855291";"高度 (GPS)";"17.197637199074315";"m";"31.2430388";"121.3817183";
"40306.6855291";"高度 (GPS)";"17.303892968241506";"m";"31.2430388";"121.3817183";
"40306.6855291";"平均GPS速度";"15.379785887051153";"km/h";"31.2430388";"121.3817183";
"40306.6855291";"速度 (GPS)";"0";"km/h";"31.2430388";"121.3817183";
"40307.677986";"高度 (GPS)";"17.303892968241506";"m";"31.243039";"121.3817181";
"40307.677986";"高度 (GPS)";"17.509123439030652";"m";"31.243039";"121.3817181";
"40307.677986";"平均GPS速度";"15.321354154997133";"km/h";"31.243039";"121.3817181";
"40307.677986";"速度 (GPS)";"0";"km/h";"31.243039";"121.3817181";
"40308.676702";"高度 (GPS)";"17.509123439030652";"m";"31.243039";"121.3817181";
"40308.676702";"高度 (GPS)";"17.358869419375303";"m";"31.243039";"121.3817181";
"40308.676702";"平均GPS速度";"15.262990092692192";"km/h";"31.243039";"121.3817181";
"40308.676702";"速度 (GPS)";"0";"km/h";"31.243039";"121.3817181";
"40309.6695945";"高度 (GPS)";"17.358869419375303";"m";"31.2430391";"121.3817178";
"40309.6695945";"高度 (GPS)";"17.358869419375303";"m";"31.2430391";"121.3817178";
"40309.6695945";"平均GPS速度";"15.205405444269044";"km/h";"31.2430391";"121.3817178";
"40309.6695945";"速度 (GPS)";"0";"km/h";"31.2430391";"121.3817178";
"40310.6769002";"高度 (GPS)";"17.358869419375303";"m";"31.2430391";"121.3817176";
"40310.6769002";"高度 (GPS)";"17.605192774968152";"m";"31.2430391";"121.3817176";
"40310.6769002";"平均GPS速度";"15.147426911431708";"km/h";"31.2430391";"121.3817176";
"40310.6769002";"速度 (GPS)";"0";"km/h";"31.2430391";"121.3817176";
"40311.6788399";"高度 (GPS)";"17.605192774968152";"m";"31.2430391";"121.3817174";
"40311.6788399";"高度 (GPS)";"17.605192774968152";"m";"31.2430391";"121.3817174";
"40311.6788399";"平均GPS速度";"15.090194600102848";"km/h";"31.2430391";"121.3817174";
"40311.6788399";"速度 (GPS)";"0";"km/h";"31.2430391";"121.3817174";
"40312.6753661";"高度 (GPS)";"17.605192774968152";"m";"31.2430392";"121.3817171";
"40312.6753661";"高度 (GPS)";"17.239103897703913";"m";"31.2430392";"121.3817171";
"40312.6753661";"平均GPS速度";"15.033699001033103";"km/h";"31.2430392";"121.3817171";
"40312.6753661";"速度 (GPS)";"0";"km/h";"31.2430392";"121.3817171";
"40313.6752694";"高度 (GPS)";"17.239103897703913";"m";"31.2430393";"121.3817171";
"40313.6752694";"高度 (GPS)";"17.180258714601308";"m";"31.2430393";"121.3817171";
"40313.6752694";"平均GPS速度";"14.977435395359182";"km/h";"31.2430393";"121.3817171";
"40313.6752694";"速度 (GPS)";"0";"km/h";"31.2430393";"121.3817171";
"40314.6837915";"高度 (GPS)";"17.180258714601308";"m";"31.2430393";"121.381717";
"40314.6837915";"高度 (GPS)";"17.29475535850233";"m";"31.2430393";"121.381717";
"40314.6837915";"平均GPS速度";"14.92111154542212";"km/h";"31.2430393";"121.381717";
"40314.6837915";"速度 (GPS)";"0";"km/h";"31.2430393";"121.381717";
"40315.6678294";"高度 (GPS)";"17.29475535850233";"m";"31.2430393";"121.381717";
"40315.6678294";"高度 (GPS)";"17.325275203961745";"m";"31.2430393";"121.381717";
"40315.6678294";"平均GPS速度";"14.866562344602375";"km/h";"31.2430393";"121.381717";
"40315.6678294";"速度 (GPS)";"0";"km/h";"31.2430393";"121.381717";
"40316.6646944";"高度 (GPS)";"17.325275203961745";"m";"31.2430394";"121.381717";
"40316.6646944";"高度 (GPS)";"17.325275203961745";"m";"31.2430394";"121.381717";
"40316.6646944";"平均GPS速度";"14.811707222485381";"km/h";"31.2430394";"121.381717";
"40316.6646944";"速度 (GPS)";"0";"km/h";"31.2430394";"121.381717";
"40317.6666246";"高度 (GPS)";"17.325275203961745";"m";"31.2430394";"121.381717";
"40317.6666246";"高度 (GPS)";"17.59000617816148";"m";"31.2430394";"121.381717";
"40317.6666246";"平均GPS速度";"14.75697917605455";"km/h";"31.2430394";"121.381717";
"40317.6666246";"速度 (GPS)";"0";"km/h";"31.2430394";"121.381717";
"40318.6641431";"高度 (GPS)";"17.59000617816148";"m";"31.2430393";"121.3817169";
"40318.6641431";"高度 (GPS)";"17.60095807558217";"m";"31.2430393";"121.3817169";
"40318.6641431";"平均GPS速度";"14.702892900388052";"km/h";"31.2430393";"121.3817169";
"40318.6641431";"速度 (GPS)";"0";"km/h";"31.2430393";"121.3817169";
"40319.6676484";"高度 (GPS)";"17.60095807558217";"m";"31.2430394";"121.3817168";
"40319.6676484";"高度 (GPS)";"17.62657503791685";"m";"31.2430394";"121.3817168";
"40319.6676484";"平均GPS速度";"14.648880566822845";"km/h";"31.2430394";"121.3817168";
"40319.6676484";"速度 (GPS)";"0";"km/h";"31.2430394";"121.3817168";
"40320.668576";"高度 (GPS)";"17.62657503791685";"m";"31.2430393";"121.3817165";
"40320.668576";"高度 (GPS)";"17.793934119236887";"m";"31.2430393";"121.3817165";
"40320.668576";"平均GPS速度";"14.59540092684997";"km/h";"31.2430393";"121.3817165";
"40320.668576";"速度 (GPS)";"0";"km/h";"31.2430393";"121.3817165";
"40321.6660245";"高度 (GPS)";"17.793934119236887";"m";"31.2430394";"121.3817165";
"40321.6660245";"高度 (GPS)";"17.801106262837955";"m";"31.2430394";"121.3817165";
"40321.6660245";"平均GPS速度";"14.542494027492507";"km/h";"31.2430394";"121.3817165";
"40321.6660245";"速度 (GPS)";"0";"km/h";"31.2430394";"121.3817165";
"40322.6663754";"高度 (GPS)";"17.801106262837955";"m";"31.2430393";"121.3817161";
"40322.6663754";"高度 (GPS)";"17.39135895411207";"m";"31.2430393";"121.3817161";
"40322.6663754";"平均GPS速度";"14.48981710735061";"km/h";"31.2430393";"121.3817161";
"40322.6663754";"速度 (GPS)";"0";"km/h";"31.2430393";"121.3817161";
"40323.666119";"高度 (GPS)";"17.39135895411207";"m";"31.2430391";"121.381716";
"40323.666119";"高度 (GPS)";"17.26048616065261";"m";"31.2430391";"121.381716";
"40323.666119";"平均GPS速度";"14.437552054232848";"km/h";"31.2430391";"121.381716";
"40323.666119";"速度 (GPS)";"0";"km/h";"31.2430391";"121.381716";
"40324.6691219";"高度 (GPS)";"17.26048616065261";"m";"31.2430393";"121.3817159";
"40324.6691219";"高度 (GPS)";"17.608221095770638";"m";"31.2430393";"121.3817159";
"40324.6691219";"平均GPS速度";"14.385493878149335";"km/h";"31.2430393";"121.3817159";
"40324.6691219";"速度 (GPS)";"0";"km/h";"31.2430393";"121.3817159";
"40325.666603";"高度 (GPS)";"17.608221095770638";"m";"31.2430393";"121.3817159";
"40325.666603";"高度 (GPS)";"17.75630531380012";"m";"31.2430393";"121.3817159";
"40325.666603";"平均GPS速度";"14.334093652271951";"km/h";"31.2430393";"121.3817159";
"40325.666603";"速度 (GPS)";"0";"km/h";"31.2430393";"121.3817159";
"40326.6668261";"高度 (GPS)";"17.75630531380012";"m";"31.2430392";"121.3817159";
"40326.6668261";"高度 (GPS)";"17.713537281408783";"m";"31.2430392";"121.3817159";
"40326.6668261";"平均GPS速度";"14.282919463528636";"km/h";"31.2430392";"121.3817159";
"40326.6668261";"速度 (GPS)";"0";"km/h";"31.2430392";"121.3817159";
"40327.6679346";"高度 (GPS)";"17.713537281408783";"m";"31.2430392";"121.3817159";
"40327.6679346";"高度 (GPS)";"17.48160817234907";"m";"31.2430392";"121.3817159";
"40327.6679346";"平均GPS速度";"14.232064526790783";"km/h";"31.2430392";"121.3817159";
"40327.6679346";"速度 (GPS)";"0";"km/h";"31.2430392";"121.3817159";
"40328.6672007";"高度 (GPS)";"17.48160817234907";"m";"31.243039";"121.3817159";
"40328.6672007";"高度 (GPS)";"17.48160817234907";"m";"31.243039";"121.3817159";
"40328.6672007";"平均GPS速度";"14.181663095870764";"km/h";"31.243039";"121.3817159";
"40328.6672007";"速度 (GPS)";"0";"km/h";"31.243039";"121.3817159";
"40329.6686922";"高度 (GPS)";"17.48160817234907";"m";"31.2430355";"121.3817128";
"40329.6686922";"高度 (GPS)";"17.658387771426995";"m";"31.2430355";"121.3817128";
"40329.6686922";"平均GPS速度";"14.134944034437401";"km/h";"31.2430355";"121.3817128";
"40329.6686922";"速度 (GPS)";"0.9720000386238098";"km/h";"31.2430355";"121.3817128";
"40330.6776063";"高度 (GPS)";"17.658387771426995";"m";"31.2430353";"121.3817121";
"40330.6776063";"高度 (GPS)";"17.654153204301856";"m";"31.2430353";"121.3817121";
"40330.6776063";"平均GPS速度";"14.08476077127037";"km/h";"31.2430353";"121.3817121";
"40330.6776063";"速度 (GPS)";"0";"km/h";"31.2430353";"121.3817121";
"40331.672664";"高度 (GPS)";"17.654153204301856";"m";"31.2430359";"121.3817115";
"40331.672664";"高度 (GPS)";"17.66510518341198";"m";"31.2430359";"121.3817115";
"40331.672664";"平均GPS速度";"14.035614318091271";"km/h";"31.2430359";"121.3817115";
"40331.672664";"速度 (GPS)";"0";"km/h";"31.2430359";"121.3817115";
"40332.6743051";"高度 (GPS)";"17.66510518341198";"m";"31.2430361";"121.3817119";
"40332.6743051";"高度 (GPS)";"17.708727516840412";"m";"31.2430361";"121.3817119";
"40332.6743051";"平均GPS速度";"13.98648804071176";"km/h";"31.2430361";"121.3817119";
"40332.6743051";"速度 (GPS)";"0";"km/h";"31.2430361";"121.3817119";
"40333.6778644";"高度 (GPS)";"17.708727516840412";"m";"31.2430364";"121.3817115";
"40333.6778644";"高度 (GPS)";"17.86851169633068";"m";"31.2430364";"121.3817115";
"40333.6778644";"平均GPS速度";"13.937611144027478";"km/h";"31.2430364";"121.3817115";
"40333.6778644";"速度 (GPS)";"0";"km/h";"31.2430364";"121.3817115";
"40334.6720232";"高度 (GPS)";"17.86851169633068";"m";"31.2430366";"121.381711";
"40334.6720232";"高度 (GPS)";"17.756302073123997";"m";"31.2430366";"121.381711";
"40334.6720232";"平均GPS速度";"13.889528240449046";"km/h";"31.2430366";"121.381711";
"40334.6720232";"速度 (GPS)";"0";"km/h";"31.2430366";"121.381711";
"40335.6676909";"高度 (GPS)";"17.756302073123997";"m";"31.2430367";"121.3817108";
"40335.6676909";"高度 (GPS)";"17.810022030166117";"m";"31.2430367";"121.3817108";
"40335.6676909";"平均GPS速度";"13.84170376146831";"km/h";"31.2430367";"121.3817108";
"40335.6676909";"速度 (GPS)";"0";"km/h";"31.2430367";"121.3817108";
"40336.6772285";"高度 (GPS)";"17.810022030166117";"m";"31.243036";"121.3817106";
"40336.6772285";"高度 (GPS)";"17.810022030166117";"m";"31.243036";"121.3817106";
"40336.6772285";"平均GPS速度";"13.793547631800958";"km/h";"31.243036";"121.3817106";
"40336.6772285";"速度 (GPS)";"0";"km/h";"31.243036";"121.3817106";
"40337.6786663";"高度 (GPS)";"17.810022030166117";"m";"31.2430347";"121.3817107";
"40337.6786663";"高度 (GPS)";"17.820477531563256";"m";"31.2430347";"121.3817107";
"40337.6786663";"平均GPS速度";"13.746108087879936";"km/h";"31.2430347";"121.3817107";
"40337.6786663";"速度 (GPS)";"0";"km/h";"31.2430347";"121.3817107";
"40338.6791866";"高度 (GPS)";"17.820477531563256";"m";"31.243034";"121.3817111";
"40338.6791866";"高度 (GPS)";"17.820477531563256";"m";"31.243034";"121.3817111";
"40338.6791866";"平均GPS速度";"13.699036733145224";"km/h";"31.243034";"121.3817111";
"40338.6791866";"速度 (GPS)";"0";"km/h";"31.243034";"121.3817111";
"40339.6752834";"高度 (GPS)";"17.820477531563256";"m";"31.243034";"121.3817112";
"40339.6752834";"高度 (GPS)";"17.534803433328264";"m";"31.243034";"121.3817112";
"40339.6752834";"平均GPS速度";"13.652492727977716";"km/h";"31.243034";"121.3817112";
"40339.6752834";"速度 (GPS)";"0";"km/h";"31.243034";"121.3817112";
"40340.678779";"高度 (GPS)";"17.534803433328264";"m";"31.243034";"121.3817114";
"40340.678779";"高度 (GPS)";"17.711583096923803";"m";"31.243034";"121.3817114";
"40340.678779";"平均GPS速度";"13.605921342227376";"km/h";"31.243034";"121.3817114";
"40340.678779";"速度 (GPS)";"0";"km/h";"31.243034";"121.3817114";
"40341.6637335";"高度 (GPS)";"17.711583096923803";"m";"31.2430342";"121.3817114";
"40341.6637335";"高度 (GPS)";"17.93519815659949";"m";"31.2430342";"121.3817114";
"40341.6637335";"平均GPS速度";"13.560518805950249";"km/h";"31.2430342";"121.3817114";
"40341.6637335";"速度 (GPS)";"0";"km/h";"31.2430342";"121.3817114";
"40342.6748133";"高度 (GPS)";"17.93519815659949";"m";"31.2430345";"121.3817113";
"40342.6748133";"高度 (GPS)";"17.977620853147066";"m";"31.2430345";"121.3817113";
"40342.6748133";"平均GPS速度";"13.514225982730135";"km/h";"31.2430345";"121.3817113";
"40342.6748133";"速度 (GPS)";"0";"km/h";"31.2430345";"121.3817113";
"40343.6819254";"高度 (GPS)";"17.977620853147066";"m";"31.243035";"121.3817121";
"40343.6819254";"高度 (GPS)";"17.788115043926105";"m";"31.243035";"121.3817121";
"40343.6819254";"平均GPS速度";"13.468427855086523";"km/h";"31.243035";"121.3817121";
"40343.6819254";"速度 (GPS)";"0";"km/h";"31.243035";"121.3817121";
"40344.6749455";"高度 (GPS)";"17.788115043926105";"m";"31.2430362";"121.3817118";
