"SECONDS";"PID";"VALUE";"UNITS";
"46449.3408607";"燃料花费 (周)";"0.47964698";"$";
"46449.3408607";"燃料花费（总计）";"0.47964698";"$";
"46449.3408607";"瞬时引擎功率(根据燃油消耗)";"5.498518118129474";"hp";
"46449.3408607";"行驶距离";"0.27637955033333317";"km";
"46449.3408607";"行驶距离 (今天)";"0.313071";"km";
"46449.3408607";"行驶距离 (周)";"1.866221";"km";
"46449.3408607";"行驶距离（总计）";"1.866221";"km";
"46449.3408607";"已用油量";"0.07844618692852677";"L";
"46449.3408607";"已用油量 (今天)";"0.082542";"L";
"46449.3408607";"已用油量 (周)";"0.47489800000000004";"L";
"46449.3408607";"已用油量（总计）";"0.47489800000000004";"L";
"46449.3408607";"MAF空气流量";"4.17";"g/sec";
"46449.3408607";"Power from MAF";"5.004";"hp";
"46450.5362513";"节气门位置";"18.823529411764707";"%";
"46450.5362513";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46450.5362513";"指令空燃比";"14.63156736";"";
"46450.6919175";"车辆加速";"0";"g";
"46450.6919175";"车速";"0";"km/h";
"46450.6919175";"发动机转速";"545";"rpm";
"46450.6919175";"发动机转速 x1000";"0.5";"rpm";
"46450.6919175";"计算的瞬时燃油率";"1.425703307058605";"L/h";
"46450.6919175";"平均速度";"8.203186072104359";"km/h";
"46450.6919175";"平均油耗";"28.580592371148327";"L/100km";
"46450.6919175";"平均油耗 (今天)";"26.539347304605027";"L/100km";
"46450.6919175";"平均油耗 (周)";"25.476243167341924";"L/100km";
"46450.6919175";"平均油耗 10 sec";"21.499589607825204";"L/100km";
"46450.6919175";"平均油耗（总计）";"25.476243167341924";"L/100km";
"46450.6919175";"燃料花费";"0.0797808218047625";"$";
"46450.6919175";"燃料花费 (今天)";"0.08391786999999999";"$";
"46450.6919175";"燃料花费 (周)";"0.48019743";"$";
"46450.6919175";"燃料花费（总计）";"0.48019743";"$";
"46450.6919175";"瞬时引擎功率(根据燃油消耗)";"5.577633486735652";"hp";
"46450.6919175";"行驶距离";"0.27637955033333317";"km";
"46450.6919175";"行驶距离 (今天)";"0.313071";"km";
"46450.6919175";"行驶距离 (周)";"1.866221";"km";
"46450.6919175";"行驶距离（总计）";"1.866221";"km";
"46450.6919175";"已用油量";"0.07899091267798267";"L";
"46450.6919175";"已用油量 (今天)";"0.083087";"L";
"46450.6919175";"已用油量 (周)";"0.47544300000000006";"L";
"46450.6919175";"已用油量（总计）";"0.47544300000000006";"L";
"46450.6919175";"MAF空气流量";"4.23";"g/sec";
"46450.6919175";"Power from MAF";"5.0760000000000005";"hp";
"46450.8824916";"节气门位置";"19.215686274509803";"%";
"46450.8824916";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46450.8824916";"指令空燃比";"14.63156736";"";
"46450.9915981";"车辆加速";"0";"g";
"46450.9915981";"车速";"0";"km/h";
"46450.9915981";"发动机转速";"537";"rpm";
"46450.9915981";"发动机转速 x1000";"0.5";"rpm";
"46450.9915981";"计算的瞬时燃油率";"1.425703307058605";"L/h";
"46450.9915981";"平均速度";"8.183527535250123";"km/h";
"46450.9915981";"平均油耗";"28.622129885195285";"L/100km";
"46450.9915981";"平均油耗 (今天)";"26.576080186283622";"L/100km";
"46450.9915981";"平均油耗 (周)";"25.482405352849426";"L/100km";
"46450.9915981";"平均油耗 10 sec";"21.52198753322574";"L/100km";
"46450.9915981";"平均油耗（总计）";"25.482405352849426";"L/100km";
"46450.9915981";"燃料花费";"0.07989677101125055";"$";
"46450.9915981";"燃料花费 (今天)";"0.08403402";"$";
"46450.9915981";"燃料花费 (周)";"0.48031357999999996";"$";
"46450.9915981";"燃料花费（总计）";"0.48031357999999996";"$";
"46450.9915981";"瞬时引擎功率(根据燃油消耗)";"5.577633486735652";"hp";
"46450.9915981";"行驶距离";"0.27637955033333317";"km";
"46450.9915981";"行驶距离 (今天)";"0.313071";"km";
"46450.9915981";"行驶距离 (周)";"1.866221";"km";
"46450.9915981";"行驶距离（总计）";"1.866221";"km";
"46450.9915981";"已用油量";"0.0791057138725253";"L";
"46450.9915981";"已用油量 (今天)";"0.083202";"L";
"46450.9915981";"已用油量 (周)";"0.47555800000000004";"L";
"46450.9915981";"已用油量（总计）";"0.47555800000000004";"L";
"46450.9915981";"MAF空气流量";"4.23";"g/sec";
"46450.9915981";"Power from MAF";"5.0760000000000005";"hp";
"46451.175416";"节气门位置";"19.215686274509803";"%";
"46451.175416";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46451.175416";"指令空燃比";"14.63156736";"";
"46451.2830839";"车辆加速";"0";"g";
"46451.2830839";"车速";"0";"km/h";
"46451.2830839";"发动机转速";"530";"rpm";
"46451.2830839";"发动机转速 x1000";"0.5";"rpm";
"46451.2830839";"计算的瞬时燃油率";"1.449296505993381";"L/h";
"46451.2830839";"平均速度";"8.161059477209369";"km/h";
"46451.2830839";"平均油耗";"28.66869426728969";"L/100km";
"46451.2830839";"平均油耗 (今天)";"26.617284897036136";"L/100km";
"46451.2830839";"平均油耗 (周)";"25.48931771746219";"L/100km";
"46451.2830839";"平均油耗 10 sec";"21.54439100261152";"L/100km";
"46451.2830839";"平均油耗（总计）";"25.48931771746219";"L/100km";
"46451.2830839";"燃料花费";"0.08002675238539704";"$";
"46451.2830839";"燃料花费 (今天)";"0.08416431";"$";
"46451.2830839";"燃料花费 (周)";"0.48044387";"$";
"46451.2830839";"燃料花费（总计）";"0.48044387";"$";
"46451.2830839";"瞬时引擎功率(根据燃油消耗)";"5.66993475010953";"hp";
"46451.2830839";"行驶距离";"0.27637955033333317";"km";
"46451.2830839";"行驶距离 (今天)";"0.313071";"km";
"46451.2830839";"行驶距离 (周)";"1.866221";"km";
"46451.2830839";"行驶距离（总计）";"1.866221";"km";
"46451.2830839";"已用油量";"0.07923440830237331";"L";
"46451.2830839";"已用油量 (今天)";"0.083331";"L";
"46451.2830839";"已用油量 (周)";"0.475687";"L";
"46451.2830839";"已用油量（总计）";"0.475687";"L";
"46451.2830839";"MAF空气流量";"4.3";"g/sec";
"46451.2830839";"Power from MAF";"5.159999999999999";"hp";
"46451.5048028";"节气门位置";"19.607843137254903";"%";
"46451.5048028";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46451.5048028";"指令空燃比";"14.63156736";"";
"46451.6387982";"车辆加速";"0";"g";
"46451.6387982";"车速";"0";"km/h";
"46451.6387982";"发动机转速";"533";"rpm";
"46451.6387982";"发动机转速 x1000";"0.5";"rpm";
"46451.6387982";"计算的瞬时燃油率";"1.4796306189095212";"L/h";
"46451.6387982";"平均速度";"8.139919391916902";"km/h";
"46451.6387982";"平均油耗";"28.715108740077127";"L/100km";
"46451.6387982";"平均油耗 (今天)";"26.65817019142623";"L/100km";
"46451.6387982";"平均油耗 (周)";"25.496176497853153";"L/100km";
"46451.6387982";"平均油耗 10 sec";"21.566799495541098";"L/100km";
"46451.6387982";"平均油耗（总计）";"25.496176497853153";"L/100km";
"46451.6387982";"燃料花费";"0.08015631529768835";"$";
"46451.6387982";"燃料花费 (今天)";"0.08429359";"$";
"46451.6387982";"燃料花费 (周)";"0.48057315";"$";
"46451.6387982";"燃料花费（总计）";"0.48057315";"$";
"46451.6387982";"瞬时引擎功率(根据燃油消耗)";"5.788607803018797";"hp";
"46451.6387982";"行驶距离";"0.27637955033333317";"km";
"46451.6387982";"行驶距离 (今天)";"0.313071";"km";
"46451.6387982";"行驶距离 (周)";"1.866221";"km";
"46451.6387982";"行驶距离（总计）";"1.866221";"km";
"46451.6387982";"已用油量";"0.07936268841355282";"L";
"46451.6387982";"已用油量 (今天)";"0.083459";"L";
"46451.6387982";"已用油量 (周)";"0.47581500000000004";"L";
"46451.6387982";"已用油量（总计）";"0.47581500000000004";"L";
"46451.6387982";"MAF空气流量";"4.39";"g/sec";
"46451.6387982";"Power from MAF";"5.268";"hp";
"46451.8906765";"节气门位置";"19.607843137254903";"%";
"46451.8906765";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46451.8906765";"指令空燃比";"14.63156736";"";
"46451.9886202";"车辆加速";"0";"g";
"46451.9886202";"车速";"0";"km/h";
"46451.9886202";"发动机转速";"533";"rpm";
"46451.9886202";"发动机转速 x1000";"0.5";"rpm";
"46451.9886202";"计算的瞬时燃油率";"1.5099647318256622";"L/h";
"46451.9886202";"平均速度";"8.116889391874935";"km/h";
"46451.9886202";"平均油耗";"28.76782739644793";"L/100km";
"46451.9886202";"平均油耗 (今天)";"26.704804980339922";"L/100km";
"46451.9886202";"平均油耗 (周)";"25.503999794236588";"L/100km";
"46451.9886202";"平均油耗 10 sec";"21.589232604266662";"L/100km";
"46451.9886202";"平均油耗（总计）";"25.503999794236588";"L/100km";
"46451.9886202";"燃料花费";"0.08030347591896195";"$";
"46451.9886202";"燃料花费 (今天)";"0.08444105";"$";
"46451.9886202";"燃料花费 (周)";"0.48072061";"$";
"46451.9886202";"燃料花费（总计）";"0.48072061";"$";
"46451.9886202";"瞬时引擎功率(根据燃油消耗)";"5.907280855928068";"hp";
"46451.9886202";"行驶距离";"0.27637955033333317";"km";
"46451.9886202";"行驶距离 (今天)";"0.313071";"km";
"46451.9886202";"行驶距离 (周)";"1.866221";"km";
"46451.9886202";"行驶距离（总计）";"1.866221";"km";
"46451.9886202";"已用油量";"0.07950839199897222";"L";
"46451.9886202";"已用油量 (今天)";"0.083605";"L";
"46451.9886202";"已用油量 (周)";"0.475961";"L";
"46451.9886202";"已用油量（总计）";"0.475961";"L";
"46451.9886202";"MAF空气流量";"4.48";"g/sec";
"46451.9886202";"Power from MAF";"5.376";"hp";
"46452.1630239";"节气门位置";"19.607843137254903";"%";
"46452.1630239";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46452.1630239";"指令空燃比";"14.63156736";"";
"46452.2713722";"车辆加速";"0";"g";
"46452.2713722";"车速";"0";"km/h";
"46452.2713722";"发动机转速";"541";"rpm";
"46452.2713722";"发动机转速 x1000";"0.5";"rpm";
"46452.2713722";"计算的瞬时燃油率";"1.4998533608536149";"L/h";
"46452.2713722";"平均速度";"8.097938435308388";"km/h";
"46452.2713722";"平均油耗";"28.814078482624538";"L/100km";
"46452.2713722";"平均油耗 (今天)";"26.745690274730016";"L/100km";
"46452.2713722";"平均油耗 (周)";"25.510858574627555";"L/100km";
"46452.2713722";"平均油耗 10 sec";"21.61167001382678";"L/100km";
"46452.2713722";"平均油耗（总计）";"25.510858574627555";"L/100km";
"46452.2713722";"燃料花费";"0.08043258274840112";"$";
"46452.2713722";"燃料花费 (今天)";"0.08457033";"$";
"46452.2713722";"燃料花费 (周)";"0.48084989";"$";
"46452.2713722";"燃料花费（总计）";"0.48084989";"$";
"46452.2713722";"瞬时引擎功率(根据燃油消耗)";"5.867723171624977";"hp";
"46452.2713722";"行驶距离";"0.27637955033333317";"km";
"46452.2713722";"行驶距离 (今天)";"0.313071";"km";
"46452.2713722";"行驶距离 (周)";"1.866221";"km";
"46452.2713722";"行驶距离（总计）";"1.866221";"km";
"46452.2713722";"已用油量";"0.07963622054297141";"L";
"46452.2713722";"已用油量 (今天)";"0.083733";"L";
"46452.2713722";"已用油量 (周)";"0.47608900000000004";"L";
"46452.2713722";"已用油量（总计）";"0.47608900000000004";"L";
"46452.2713722";"MAF空气流量";"4.45";"g/sec";
"46452.2713722";"Power from MAF";"5.34";"hp";
"46452.4667985";"节气门位置";"19.607843137254903";"%";
"46452.4667985";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46452.4667985";"指令空燃比";"14.63156736";"";
"46452.5749164";"车辆加速";"0";"g";
"46452.5749164";"车速";"0";"km/h";
"46452.5749164";"发动机转速";"542";"rpm";
"46452.5749164";"发动机转速 x1000";"0.5";"rpm";
"46452.5749164";"计算的瞬时燃油率";"1.5504102157138495";"L/h";
"46452.5749164";"平均速度";"8.078710799323428";"km/h";
"46452.5749164";"平均油耗";"28.859016108990794";"L/100km";
"46452.5749164";"平均油耗 (今天)";"26.785297903670415";"L/100km";
"46452.5749164";"平均油耗 (周)";"25.517503018131297";"L/100km";
"46452.5749164";"平均油耗 10 sec";"21.634107617836577";"L/100km";
"46452.5749164";"平均油耗（总计）";"25.517503018131297";"L/100km";
"46452.5749164";"燃料花费";"0.08055802314217947";"$";
"46452.5749164";"燃料花费 (今天)";"0.08469557";"$";
"46452.5749164";"燃料花费 (周)";"0.48097513";"$";
"46452.5749164";"燃料花费（总计）";"0.48097513";"$";
"46452.5749164";"瞬时引擎功率(根据燃油消耗)";"6.065511593140427";"hp";
"46452.5749164";"行驶距离";"0.27637955033333317";"km";
"46452.5749164";"行驶距离 (今天)";"0.313071";"km";
"46452.5749164";"行驶距离 (周)";"1.866221";"km";
"46452.5749164";"行驶距离（总计）";"1.866221";"km";
"46452.5749164";"已用油量";"0.07976041895265294";"L";
"46452.5749164";"已用油量 (今天)";"0.083857";"L";
"46452.5749164";"已用油量 (周)";"0.47621300000000005";"L";
"46452.5749164";"已用油量（总计）";"0.47621300000000005";"L";
"46452.5749164";"MAF空气流量";"4.6000000000000005";"g/sec";
"46452.5749164";"Power from MAF";"5.5200000000000005";"hp";
"46452.7605389";"节气门位置";"19.607843137254903";"%";
"46452.7605389";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46452.7605389";"指令空燃比";"14.63156736";"";
"46452.8668903";"车辆加速";"0";"g";
"46452.8668903";"车速";"0";"km/h";
"46452.8668903";"发动机转速";"538";"rpm";
"46452.8668903";"发动机转速 x1000";"0.5";"rpm";
"46452.8668903";"计算的瞬时燃油率";"1.4998533608536149";"L/h";
"46452.8668903";"平均速度";"8.058900651003869";"km/h";
"46452.8668903";"平均油耗";"28.906191497841462";"L/100km";
"46452.8668903";"平均油耗 (今天)";"26.82682203078535";"L/100km";
"46452.8668903";"平均油耗 (周)";"25.52446896696587";"L/100km";
"46452.8668903";"平均油耗 10 sec";"21.656552321169926";"L/100km";
"46452.8668903";"平均油耗（总计）";"25.52446896696587";"L/100km";
"46452.8668903";"燃料花费";"0.08068971010102867";"$";
"46452.8668903";"燃料花费 (今天)";"0.08482687000000001";"$";
"46452.8668903";"燃料花费 (周)";"0.48110643";"$";
"46452.8668903";"燃料花费（总计）";"0.48110643";"$";
"46452.8668903";"瞬时引擎功率(根据燃油消耗)";"5.867723171624977";"hp";
"46452.8668903";"行驶距离";"0.27637955033333317";"km";
"46452.8668903";"行驶距离 (今天)";"0.313071";"km";
"46452.8668903";"行驶距离 (周)";"1.866221";"km";
"46452.8668903";"行驶距离（总计）";"1.866221";"km";
"46452.8668903";"已用油量";"0.0798908020802264";"L";
"46452.8668903";"已用油量 (今天)";"0.083987";"L";
"46452.8668903";"已用油量 (周)";"0.47634300000000007";"L";
"46452.8668903";"已用油量（总计）";"0.47634300000000007";"L";
"46452.8668903";"MAF空气流量";"4.45";"g/sec";
"46452.8668903";"Power from MAF";"5.34";"hp";
"46453.1112693";"节气门位置";"19.607843137254903";"%";
"46453.1112693";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46453.1112693";"指令空燃比";"14.63156736";"";
"46453.3035441";"车辆加速";"0";"g";
"46453.3035441";"车速";"0";"km/h";
"46453.3035441";"发动机转速";"546";"rpm";
"46453.3035441";"发动机转速 x1000";"0.5";"rpm";
"46453.3035441";"计算的瞬时燃油率";"1.4627783339561098";"L/h";
"46453.3035441";"平均速度";"8.030512909071225";"km/h";
"46453.3035441";"平均油耗";"28.97020160620844";"L/100km";
"46453.3035441";"平均油耗 (今天)";"26.883358726934144";"L/100km";
"46453.3035441";"平均油耗 (周)";"25.533953374225245";"L/100km";
"46453.3035441";"平均油耗 10 sec";"21.67905585743158";"L/100km";
"46453.3035441";"平均油耗（总计）";"25.533953374225245";"L/100km";
"46453.3035441";"燃料花费";"0.08086839005919794";"$";
"46453.3035441";"燃料花费 (今天)";"0.08500564000000001";"$";
"46453.3035441";"燃料花费 (周)";"0.48128519999999997";"$";
"46453.3035441";"燃料花费（总计）";"0.48128519999999997";"$";
"46453.3035441";"瞬时引擎功率(根据燃油消耗)";"5.722678329180313";"hp";
"46453.3035441";"行驶距离";"0.27637955033333317";"km";
"46453.3035441";"行驶距离 (今天)";"0.313071";"km";
"46453.3035441";"行驶距离 (周)";"1.866221";"km";
"46453.3035441";"行驶距离（总计）";"1.866221";"km";
"46453.3035441";"已用油量";"0.08006771292989895";"L";
"46453.3035441";"已用油量 (今天)";"0.084164";"L";
"46453.3035441";"已用油量 (周)";"0.47652000000000005";"L";
"46453.3035441";"已用油量（总计）";"0.47652000000000005";"L";
"46453.3035441";"MAF空气流量";"4.34";"g/sec";
"46453.3035441";"Power from MAF";"5.207999999999999";"hp";
"46453.4996235";"节气门位置";"19.215686274509803";"%";
"46453.4996235";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46453.4996235";"指令空燃比";"14.63156736";"";
"46453.6088806";"车辆加速";"0";"g";
"46453.6088806";"车速";"0";"km/h";
"46453.6088806";"发动机转速";"540";"rpm";
"46453.6088806";"发动机转速 x1000";"0.5";"rpm";
"46453.6088806";"计算的瞬时燃油率";"1.4897419898815683";"L/h";
"46453.6088806";"平均速度";"8.010811579483015";"km/h";
"46453.6088806";"平均油耗";"29.011872460106947";"L/100km";
"46453.6088806";"平均油耗 (今天)";"26.920091608612747";"L/100km";
"46453.6088806";"平均油耗 (周)";"25.540115559732747";"L/100km";
"46453.6088806";"平均油耗 10 sec";"21.701549159893776";"L/100km";
"46453.6088806";"平均油耗（总计）";"25.540115559732747";"L/100km";
"46453.6088806";"燃料花费";"0.08098471147500894";"$";
"46453.6088806";"燃料花费 (今天)";"0.08512179";"$";
"46453.6088806";"燃料花费 (周)";"0.48140134999999995";"$";
"46453.6088806";"燃料花费（总计）";"0.48140134999999995";"$";
"46453.6088806";"瞬时引擎功率(根据燃油消耗)";"5.828165487321888";"hp";
"46453.6088806";"行驶距离";"0.27637955033333317";"km";
"46453.6088806";"行驶距离 (今天)";"0.313071";"km";
"46453.6088806";"行驶距离 (周)";"1.866221";"km";
"46453.6088806";"行驶距离（总计）";"1.866221";"km";
"46453.6088806";"已用油量";"0.0801828826485237";"L";
"46453.6088806";"已用油量 (今天)";"0.084279";"L";
"46453.6088806";"已用油量 (周)";"0.47663500000000003";"L";
"46453.6088806";"已用油量（总计）";"0.47663500000000003";"L";
"46453.6088806";"MAF空气流量";"4.42";"g/sec";
"46453.6088806";"Power from MAF";"5.303999999999999";"hp";
"46453.7888269";"节气门位置";"19.215686274509803";"%";
"46453.7888269";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46453.7888269";"指令空燃比";"14.63156736";"";
"46453.8965809";"车辆加速";"0";"g";
"46453.8965809";"车速";"0";"km/h";
"46453.8965809";"发动机转速";"538";"rpm";
"46453.8965809";"发动机转速 x1000";"0.5";"rpm";
"46453.8965809";"计算的瞬时燃油率";"1.415591936086558";"L/h";
"46453.8965809";"平均速度";"7.992143873205295";"km/h";
"46453.8965809";"平均油耗";"29.05558546695047";"L/100km";
"46453.8965809";"平均油耗 (今天)";"26.958740988465873";"L/100km";
"46453.8965809";"平均油耗 (周)";"25.54659925057108";"L/100km";
"46453.8965809";"平均油耗 10 sec";"21.724038567560616";"L/100km";
"46453.8965809";"平均油耗（总计）";"25.54659925057108";"L/100km";
"46453.8965809";"燃料花费";"0.08110673342487776";"$";
"46453.8965809";"燃料花费 (今天)";"0.085244";"$";
"46453.8965809";"燃料花费 (周)";"0.48152355999999996";"$";
"46453.8965809";"燃料花费（总计）";"0.48152355999999996";"$";
"46453.8965809";"瞬时引擎功率(根据燃油消耗)";"5.538075802432562";"hp";
"46453.8965809";"行驶距离";"0.27637955033333317";"km";
"46453.8965809";"行驶距离 (今天)";"0.313071";"km";
"46453.8965809";"行驶距离 (周)";"1.866221";"km";
"46453.8965809";"行驶距离（总计）";"1.866221";"km";
"46453.8965809";"已用油量";"0.080303696460275";"L";
"46453.8965809";"已用油量 (今天)";"0.0844";"L";
"46453.8965809";"已用油量 (周)";"0.47675600000000007";"L";
"46453.8965809";"已用油量（总计）";"0.47675600000000007";"L";
"46453.8965809";"MAF空气流量";"4.2";"g/sec";
"46453.8965809";"Power from MAF";"5.04";"hp";
"46454.0887044";"节气门位置";"19.215686274509803";"%";
"46454.0887044";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46454.0887044";"指令空燃比";"14.63156736";"";
"46454.194937";"车辆加速";"0";"g";
"46454.194937";"车速";"0";"km/h";
"46454.194937";"发动机转速";"544";"rpm";
"46454.194937";"发动机转速 x1000";"0.5";"rpm";
"46454.194937";"计算的瞬时燃油率";"1.402110108123829";"L/h";
"46454.194937";"平均速度";"7.9732502822848295";"km/h";
"46454.194937";"平均油耗";"29.094823301058305";"L/100km";
"46454.194937";"平均油耗 (今天)";"26.993237955607512";"L/100km";
"46454.194937";"平均油耗 (周)";"25.552386346525953";"L/100km";
"46454.194937";"平均油耗 10 sec";"21.74651047223591";"L/100km";
"46454.194937";"平均油耗（总计）";"25.552386346525953";"L/100km";
"46454.194937";"燃料花费";"0.0812162632278402";"$";
"46454.194937";"燃料花费 (今天)";"0.08535308";"$";
"46454.194937";"燃料花费 (周)";"0.48163263999999995";"$";
"46454.194937";"燃料花费（总计）";"0.48163263999999995";"$";
"46454.194937";"瞬时引擎功率(根据燃油消耗)";"5.485332223361777";"hp";
"46454.194937";"行驶距离";"0.27637955033333317";"km";
"46454.194937";"行驶距离 (今天)";"0.313071";"km";
"46454.194937";"行驶距离 (周)";"1.866221";"km";
"46454.194937";"行驶距离（总计）";"1.866221";"km";
"46454.194937";"已用油量";"0.08041214180974278";"L";
"46454.194937";"已用油量 (今天)";"0.084508";"L";
"46454.194937";"已用油量 (周)";"0.47686400000000007";"L";
"46454.194937";"已用油量（总计）";"0.47686400000000007";"L";
"46454.194937";"MAF空气流量";"4.16";"g/sec";
"46454.194937";"Power from MAF";"4.992";"hp";
"46454.4607501";"节气门位置";"19.215686274509803";"%";
"46454.4607501";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46454.4607501";"指令空燃比";"14.63156736";"";
"46454.6763841";"车辆加速";"0";"g";
"46454.6763841";"车速";"0";"km/h";
"46454.6763841";"发动机转速";"538";"rpm";
"46454.6763841";"发动机转速 x1000";"0.5";"rpm";
"46454.6763841";"计算的瞬时燃油率";"1.3852578231704178";"L/h";
"46454.6763841";"平均速度";"7.9423741726709";"km/h";
"46454.6763841";"平均油耗";"29.1655466944395";"L/100km";
"46454.6763841";"平均油耗 (今天)";"27.055524146279918";"L/100km";
"46454.6763841";"平均油耗 (周)";"25.562835269777803";"L/100km";
"46454.6763841";"平均油耗 10 sec";"21.76906073430948";"L/100km";
"46454.6763841";"平均油耗（总计）";"25.562835269777803";"L/100km";
"46454.6763841";"燃料花费";"0.0814136828744137";"$";
"46454.6763841";"燃料花费 (今天)";"0.08555003";"$";
"46454.6763841";"燃料花费 (周)";"0.48182959";"$";
"46454.6763841";"燃料花费（总计）";"0.48182959";"$";
"46454.6763841";"瞬时引擎功率(根据燃油消耗)";"5.419402749523295";"hp";
"46454.6763841";"行驶距离";"0.27637955033333317";"km";
"46454.6763841";"行驶距离 (今天)";"0.313071";"km";
"46454.6763841";"行驶距离 (周)";"1.866221";"km";
"46454.6763841";"行驶距离（总计）";"1.866221";"km";
"46454.6763841";"已用油量";"0.0806076068063502";"L";
"46454.6763841";"已用油量 (今天)";"0.084703";"L";
"46454.6763841";"已用油量 (周)";"0.477059";"L";
"46454.6763841";"已用油量（总计）";"0.477059";"L";
"46454.6763841";"MAF空气流量";"4.11";"g/sec";
"46454.6763841";"Power from MAF";"4.932";"hp";
"46454.8683069";"节气门位置";"19.215686274509803";"%";
"46454.8683069";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46454.8683069";"指令空燃比";"14.63156736";"";
"46454.9871083";"车辆加速";"0";"g";
"46454.9871083";"车速";"0";"km/h";
"46454.9871083";"发动机转速";"541";"rpm";
"46454.9871083";"发动机转速 x1000";"0.5";"rpm";
"46454.9871083";"计算的瞬时燃油率";"1.4324442210399697";"L/h";
"46454.9871083";"平均速度";"7.923297281983236";"km/h";
"46454.9871083";"平均油耗";"29.20886825148103";"L/100km";
"46454.9871083";"平均油耗 (今天)";"27.09385410977063";"L/100km";
"46454.9871083";"平均油耗 (周)";"25.56926537639433";"L/100km";
"46454.9871083";"平均油耗 10 sec";"21.791605605573636";"L/100km";
"46454.9871083";"平均油耗（总计）";"25.56926537639433";"L/100km";
"46454.9871083";"燃料花费";"0.08153461211820798";"$";
"46454.9871083";"燃料花费 (今天)";"0.08567123";"$";
"46454.9871083";"燃料花费 (周)";"0.48195078999999996";"$";
"46454.9871083";"燃料花费（总计）";"0.48195078999999996";"$";
"46454.9871083";"瞬时引擎功率(根据燃油消耗)";"5.604005276271046";"hp";
"46454.9871083";"行驶距离";"0.27637955033333317";"km";
"46454.9871083";"行驶距离 (今天)";"0.313071";"km";
"46454.9871083";"行驶距离 (周)";"1.866221";"km";
"46454.9871083";"行驶距离（总计）";"1.866221";"km";
"46454.9871083";"已用油量";"0.08072733873089899";"L";
"46454.9871083";"已用油量 (今天)";"0.084823";"L";
"46454.9871083";"已用油量 (周)";"0.477179";"L";
"46454.9871083";"已用油量（总计）";"0.477179";"L";
"46454.9871083";"MAF空气流量";"4.25";"g/sec";
"46454.9871083";"Power from MAF";"5.1";"hp";
"46455.1815036";"节气门位置";"19.215686274509803";"%";
"46455.1815036";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46455.1815036";"指令空燃比";"14.63156736";"";
"46455.2877895";"车辆加速";"0";"g";
"46455.2877895";"车速";"0";"km/h";
"46455.2877895";"发动机转速";"541";"rpm";
"46455.2877895";"发动机转速 x1000";"0.5";"rpm";
"46455.2877895";"计算的瞬时燃油率";"1.4088510221051935";"L/h";
"46455.2877895";"平均速度";"7.90410839082113";"km/h";
"46455.2877895";"平均油耗";"29.24922164271987";"L/100km";
"46455.2877895";"平均油耗 (今天)";"27.129628742361955";"L/100km";
"46455.2877895";"平均油耗 (周)";"25.57526680923642";"L/100km";
"46455.2877895";"平均油耗 10 sec";"21.814136167619395";"L/100km";
"46455.2877895";"平均油耗（总计）";"25.57526680923642";"L/100km";
"46455.2877895";"燃料花费";"0.08164725592467063";"$";
"46455.2877895";"燃料花费 (今天)";"0.08578435";"$";
"46455.2877895";"燃料花费 (周)";"0.48206391";"$";
"46455.2877895";"燃料花费（总计）";"0.48206391";"$";
"46455.2877895";"瞬时引擎功率(根据燃油消耗)";"5.511704012897171";"hp";
"46455.2877895";"行驶距离";"0.27637955033333317";"km";
"46455.2877895";"行驶距离 (今天)";"0.313071";"km";
"46455.2877895";"行驶距离 (周)";"1.866221";"km";
"46455.2877895";"行驶距离（总计）";"1.866221";"km";
"46455.2877895";"已用油量";"0.08083886725214914";"L";
"46455.2877895";"已用油量 (今天)";"0.084935";"L";
"46455.2877895";"已用油量 (周)";"0.477291";"L";
"46455.2877895";"已用油量（总计）";"0.477291";"L";
"46455.2877895";"MAF空气流量";"4.18";"g/sec";
"46455.2877895";"Power from MAF";"5.015999999999999";"hp";
"46455.4785675";"节气门位置";"19.215686274509803";"%";
"46455.4785675";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46455.4785675";"指令空燃比";"14.63156736";"";
"46455.6713453";"车辆加速";"0";"g";
"46455.6713453";"车速";"0";"km/h";
"46455.6713453";"发动机转速";"537";"rpm";
"46455.6713453";"发动机转速 x1000";"0.5";"rpm";
"46455.6713453";"计算的瞬时燃油率";"1.3515532532635945";"L/h";
"46455.6713453";"平均速度";"7.8796428638291784";"km/h";
"46455.6713453";"平均油耗";"29.30440394917283";"L/100km";
"46455.6713453";"平均油耗 (今天)";"27.17849944581261";"L/100km";
"46455.6713453";"平均油耗 (周)";"25.583465195172494";"L/100km";
